(11,9600270)

(12,18261328)

(13,27399081)

(14,42800492)

(15,67137477)

(16,98174932)

(17,134393848)

(18,193563572)

(19,269612543)

(20,395263928)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,19)

(3,82)

(4,351)

(5,1876)

(6,9652)

(7,48140)

(8,241683)

(9,1208318)

(10,6042071)

(11,10239595)

(12,21296185)

(13,30904443)

(14,48902523)

(15,69296368)

(16,102382341)

(17,144292949)

(18,217607517)

(19,320242941)

(20,470595059)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,199)

(4,893)

(5,4352)

(6,21880)

(7,110082)

(8,551061)

(9,2752948)

(10,4535118)

(11,10159722)

(12,19315427)

(13,29349157)

(14,45352956)

(15,74709834)

(16,113398423)

(17,159645172)

(18,226718501)

(19,325757211)

(20,486957208)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,147)

(4,742)

(5,3810)

(6,19466)

(7,96834)

(8,481901)

(9,2403897)

(10,3911462)

(11,8367692)

(12,16235242)

(13,23847420)

(14,35912657)

(15,58143136)

(16,83883967)

(17,126668559)

(18,189163343)

(19,285278059)

(20,415429788)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,178)

(4,838)

(5,4318)

(6,21607)

(7,109812)

(8,547773)

(9,2738687)

(10,4307107)

(11,9202627)

(12,17739466)

(13,25724475)

(14,38488476)

(15,65206545)

(16,96330711)

(17,143140006)

(18,215856554)

(19,294612097)

(20,413095308)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,256)

(4,1340)

(5,6906)

(6,34923)

(7,175437)

(8,874649)

(9,4363465)

(10,7274493)

(11,15554424)

(12,24110974)

(13,36313036)

(14,58598044)

(15,83422953)

(16,117446534)

(17,169644573)

(18,237924363)

(19,345651870)

(20,498469294)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,199)

(4,973)

(5,4922)

(6,24243)

(7,121872)

(8,606718)

(9,3030545)

(10,5032147)

(11,10958699)

(12,21777439)

(13,34188146)

(14,50531007)

(15,72932827)

(16,107495798)

(17,165859973)

(18,230133320)

(19,321463269)

(20,455754601)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,155)

(4,723)

(5,3664)

(6,18320)

(7,91731)

(8,456286)

(9,2279230)

(10,3769225)

(11,8201289)

(12,16833831)

(13,26533050)

(14,41143517)

(15,63508557)

(16,94664744)

(17,137439195)

(18,195915191)

(19,279646160)

(20,410548599)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,155)

(4,673)

(5,3407)

(6,16724)

(7,83583)

(8,420266)

(9,2103275)

(10,10514294)

(11,17507063)

(12,26775242)

(13,41903242)

(14,68149379)

(15,95234602)

(16,136680577)

(17,200650432)

(18,285552325)

(19,423925903)

(20,587475538)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,184)

(4,858)

(5,4246)

(6,21278)

(7,108222)

(8,540992)

(9,2703640)

(10,4238969)

(11,9115830)

(12,17448522)

(13,25307226)

(14,37873865)

(15,62449059)

(16,89647446)

(17,128321699)

(18,196013548)

(19,285925979)

(20,387839533)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,176)

(4,845)

(5,4117)

(6,20474)

(7,102461)

(8,511048)

(9,2549099)

(10,4044542)

(11,9164182)

(12,18630119)

(13,27006928)

(14,43844038)

(15,67511069)

(16,102332283)

(17,142385770)

(18,217184771)

(19,299165570)

(20,416629206)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,61)

(3,259)

(4,1235)

(5,6293)

(6,31226)

(7,158213)

(8,790726)

(9,3956558)

(10,6378431)

(11,13703774)

(12,26514685)

(13,38661046)

(14,60028216)

(15,85046328)

(16,118798233)

(17,176193820)

(18,248314085)

(19,343049458)

(20,496417208)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,227)

(4,1055)

(5,5476)

(6,27569)

(7,138429)

(8,692064)

(9,3455122)

(10,5887181)

(11,12811931)

(12,26290363)

(13,41634869)

(14,61450771)

(15,84665144)

(16,128991851)

(17,187731880)

(18,258603194)

(19,371624037)

(20,528492950)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,160)

(4,779)

(5,4002)

(6,19733)

(7,99697)

(8,500207)

(9,2502760)

(10,4227268)

(11,9380049)

(12,18104209)

(13,26368511)

(14,41212200)

(15,63782844)

(16,88364979)

(17,135719269)

(18,201545945)

(19,271670739)

(20,375774030)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,234)

(4,1156)

(5,6005)

(6,30555)

(7,153835)

(8,769043)

(9,3842581)

(10,6158020)

(11,13539490)

(12,25683564)

(13,39078411)

(14,61508542)

(15,91025808)

(16,128354555)

(17,179919639)

(18,245752003)

(19,354333847)

(20,505651193)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,212)

(4,960)

(5,4843)

(6,24841)

(7,126299)

(8,632720)

(9,3169410)

(10,5433520)

(11,11475473)

(12,23607928)

(13,34642468)

(14,53789885)

(15,77736309)

(16,116394515)

(17,174481226)

(18,251468255)

(19,352081216)

(20,472310939)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,250)

(4,1139)

(5,5754)

(6,28610)

(7,143063)

(8,714858)

(9,3571737)

(10,5913464)

(11,12744014)

(12,24843510)

(13,36808165)

(14,57371364)

(15,84941973)

(16,117009487)

(17,164492421)

(18,236403533)

(19,333431438)

(20,473580347)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,178)

(4,855)

(5,4144)

(6,20828)

(7,105787)

(8,530928)

(9,2650616)

(10,4590526)

(11,9816549)

(12,19498914)

(13,30405141)

(14,49156515)

(15,76560274)

(16,114182556)

(17,170979673)

(18,253623076)

(19,343507677)

(20,477818564)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,212)

(4,1019)

(5,5119)

(6,25575)

(7,128775)

(8,646158)

(9,3240020)

(10,5324998)

(11,11801125)

(12,22526700)

(13,34493058)

(14,51502786)

(15,71218273)

(16,98846041)

(17,143529709)

(18,220195992)

(19,331606536)

(20,482190875)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,195)

(4,945)

(5,4664)

(6,22876)

(7,115263)

(8,576721)

(9,2875902)

(10,4901529)

(11,10418978)

(12,20675170)

(13,32638405)

(14,51310822)

(15,72369700)

(16,110666669)

(17,153997757)

(18,224053884)

(19,326623303)

(20,468995188)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,180)

(4,836)

(5,4104)

(6,20028)

(7,100406)

(8,503966)

(9,2517087)

(10,4069733)

(11,9128085)

(12,17240587)

(13,25741254)

(14,39914858)

(15,65207796)

(16,92403165)

(17,131827849)

(18,184483111)

(19,264565869)

(20,387121624)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,296)

(4,1563)

(5,7967)

(6,39700)

(7,199315)

(8,995582)

(9,4979149)

(10,8348722)

(11,17587563)

(12,28060922)

(13,41302384)

(14,67953790)

(15,98967794)

(16,137947110)

(17,195044973)

(18,275510355)

(19,392363709)

(20,583379450)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,205)

(4,1052)

(5,5268)

(6,26420)

(7,132393)

(8,660888)

(9,3305284)

(10,5634004)

(11,11909024)

(12,24639035)

(13,38379976)

(14,61677215)

(15,87027084)

(16,131542423)

(17,197892139)

(18,283702296)

(19,419111988)

(20,581041423)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,172)

(4,908)

(5,4593)

(6,23308)

(7,117565)

(8,588525)

(9,2931298)

(10,5101415)

(11,10878337)

(12,21571796)

(13,33048425)

(14,50979099)

(15,70563178)

(16,104782054)

(17,153718248)

(18,235308181)

(19,333994910)

(20,457861317)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,160)

(4,703)

(5,3545)

(6,18255)

(7,90852)

(8,453515)

(9,2264602)

(10,3798249)

(11,8236196)

(12,16894455)

(13,25070265)

(14,40126540)

(15,63979073)

(16,91342413)

(17,140209188)

(18,198264773)

(19,283618143)

(20,395406595)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,180)

(4,873)

(5,4542)

(6,22594)

(7,114567)

(8,571811)

(9,2854642)

(10,4622279)

(11,9771341)

(12,18807686)

(13,29456647)

(14,46888092)

(15,73828472)

(16,103427612)

(17,150981621)

(18,228997901)

(19,331034038)

(20,487413771)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,155)

(4,684)

(5,3307)

(6,16199)

(7,80387)

(8,401769)

(9,2006502)

(10,10024008)

(11,16598575)

(12,24312968)

(13,37853560)

(14,57488838)

(15,86448907)

(16,128376857)

(17,176794042)

(18,260456350)

(19,355741789)

(20,494276417)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,211)

(4,991)

(5,4732)

(6,23463)

(7,118078)

(8,588381)

(9,2941738)

(10,4841462)

(11,10829319)

(12,21403568)

(13,32676827)

(14,49944555)

(15,75049830)

(16,112506466)

(17,161534234)

(18,240741825)

(19,342287450)

(20,486448664)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,218)

(4,1121)

(5,5747)

(6,29007)

(7,144150)

(8,719411)

(9,3599736)

(10,6109874)

(11,12717145)

(12,25375524)

(13,37106723)

(14,57411418)

(15,78715395)

(16,119158588)

(17,177215503)

(18,251370667)

(19,373151561)

(20,529964083)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,16)

(3,70)

(4,321)

(5,1479)

(6,7493)

(7,37627)

(8,189289)

(9,943271)

(10,4717807)

(11,8131005)

(12,17277581)

(13,26050210)

(14,40998535)

(15,62552879)

(16,95203312)

(17,139240873)

(18,200576962)

(19,295251760)

(20,430681277)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,151)

(4,767)

(5,3751)

(6,18636)

(7,94492)

(8,472016)

(9,2354599)

(10,3826690)

(11,8304035)

(12,16156403)

(13,23999877)

(14,36549187)

(15,61474553)

(16,92660341)

(17,134366287)

(18,204932135)

(19,283703228)

(20,396438317)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,61)

(3,250)

(4,1196)

(5,5881)

(6,29200)

(7,146149)

(8,729553)

(9,3645596)

(10,5846727)

(11,12681866)

(12,26127703)

(13,38094920)

(14,56856556)

(15,83375719)

(16,126728021)

(17,188317382)

(18,278292529)

(19,409745456)

(20,595990339)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,105)

(4,440)

(5,2138)

(6,10346)

(7,52197)

(8,260178)

(9,1295624)

(10,6456372)

(11,11083814)

(12,15904737)

(13,24456299)

(14,38051451)

(15,62802377)

(16,91136612)

(17,135247643)

(18,198536457)

(19,285315158)

(20,408586425)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,180)

(4,878)

(5,4192)

(6,20767)

(7,103663)

(8,517524)

(9,2589966)

(10,4242198)

(11,9131688)

(12,17704217)

(13,26126328)

(14,41295924)

(15,67121819)

(16,96008616)

(17,143557274)

(18,216572723)

(19,317240839)

(20,435631406)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,19)

(3,82)

(4,416)

(5,2133)

(6,10568)

(7,53360)

(8,266235)

(9,1326373)

(10,6622085)

(11,10993526)

(12,16672036)

(13,25581370)

(14,38876822)

(15,59530810)

(16,86625953)

(17,129433016)

(18,187832188)

(19,265942845)

(20,399967324)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,227)

(4,1021)

(5,4940)

(6,24646)

(7,124707)

(8,621485)

(9,3099683)

(10,5305570)

(11,10970768)

(12,21955195)

(13,31341924)

(14,48276343)

(15,72688568)

(16,100116488)

(17,151393945)

(18,225289715)

(19,326954172)

(20,468921522)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,178)

(4,927)

(5,4635)

(6,23504)

(7,118094)

(8,588989)

(9,2946970)

(10,5088027)

(11,10810396)

(12,21664756)

(13,34213699)

(14,54310303)

(15,76822952)

(16,105019373)

(17,155057221)

(18,225904673)

(19,310869907)

(20,423067603)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,19)

(3,76)

(4,354)

(5,1886)

(6,9582)

(7,48883)

(8,244292)

(9,1219923)

(10,6093746)

(11,10410920)

(12,22829951)

(13,34006566)

(14,54039574)

(15,78198443)

(16,112917800)

(17,166830032)

(18,232073023)

(19,313520544)

(20,458706301)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,190)

(4,936)

(5,4530)

(6,22799)

(7,115006)

(8,574563)

(9,2868324)

(10,4797978)

(11,10271529)

(12,20349676)

(13,31675363)

(14,48429273)

(15,72904385)

(16,105961235)

(17,158746703)

(18,225926845)

(19,310277186)

(20,439846301)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,142)

(4,767)

(5,3919)

(6,19640)

(7,99137)

(8,497374)

(9,2487252)

(10,3902374)

(11,8516288)

(12,16853747)

(13,25306466)

(14,39034713)

(15,63879624)

(16,90409289)

(17,133597728)

(18,192749367)

(19,267546062)

(20,367279566)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,183)

(4,1018)

(5,5018)

(6,24331)

(7,121846)

(8,610256)

(9,3044893)

(10,5205427)

(11,10765163)

(12,21535110)

(13,34342498)

(14,51716401)

(15,73019857)

(16,107370631)

(17,157082548)

(18,224877192)

(19,331646318)

(20,471039810)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,51)

(3,195)

(4,945)

(5,4859)

(6,24387)

(7,123067)

(8,615530)

(9,3072313)

(10,5187927)

(11,11426157)

(12,22049833)

(13,32178271)

(14,50214805)

(15,71331864)

(16,104951572)

(17,153645034)

(18,217846578)

(19,302268586)

(20,441572123)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,155)

(4,737)

(5,3667)

(6,18560)

(7,92015)

(8,457918)

(9,2290631)

(10,3778927)

(11,8267891)

(12,16426804)

(13,25189438)

(14,40365066)

(15,64645071)

(16,93868792)

(17,138262933)

(18,190496035)

(19,270785276)

(20,391759205)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,169)

(4,753)

(5,3782)

(6,18931)

(7,94726)

(8,472830)

(9,2361282)

(10,3836060)

(11,8233018)

(12,16545645)

(13,26282758)

(14,41888195)

(15,64255062)

(16,95806858)

(17,143886778)

(18,219855878)

(19,314625306)

(20,465607235)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,196)

(4,998)

(5,5278)

(6,26508)

(7,133354)

(8,664676)

(9,3321309)

(10,5456298)

(11,12161629)

(12,23198487)

(13,33419157)

(14,54248749)

(15,76348611)

(16,116191616)

(17,171569046)

(18,238927529)

(19,352800702)

(20,516647182)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,183)

(4,885)

(5,4451)

(6,22191)

(7,111731)

(8,558189)

(9,2792711)

(10,4527226)

(11,9723970)

(12,19553530)

(13,28424132)

(14,45577090)

(15,72075525)

(16,101769731)

(17,142210272)

(18,212671978)

(19,312803838)

(20,459797473)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,199)

(4,999)

(5,4958)

(6,24767)

(7,125140)

(8,625148)

(9,3117794)

(10,5183269)

(11,11199381)

(12,23027820)

(13,36138413)

(14,57700123)

(15,84513725)

(16,120237560)

(17,172570886)

(18,253924750)

(19,364358947)

(20,524349519)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,142)

(4,677)

(5,3694)

(6,18596)

(7,93381)

(8,467026)

(9,2334805)

(10,3753326)

(11,8474552)

(12,16954233)

(13,26051366)

(14,38426720)

(15,61550593)

(16,85434993)

(17,128632880)

(18,180370318)

(19,264739060)

(20,374137977)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,19)

(3,94)

(4,482)

(5,2805)

(6,14213)

(7,70932)

(8,354982)

(9,1774908)

(10,8877720)

(11,14051057)

(12,20797645)

(13,32455073)

(14,52621799)

(15,83307879)

(16,117045814)

(17,173683472)

(18,254440594)

(19,364171498)

(20,519462603)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,176)

(4,800)

(5,4071)

(6,20166)

(7,100771)

(8,500934)

(9,2506378)

(10,4273795)

(11,9115621)

(12,17620850)

(13,27889927)

(14,42182816)

(15,67567705)

(16,101195039)

(17,147197833)

(18,216481138)

(19,322289513)

(20,461589182)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,95)

(4,368)

(5,1715)

(6,8602)

(7,42808)

(8,213923)

(9,1069058)

(10,5342574)

(11,8756318)

(12,18486766)

(13,29455546)

(14,46825056)

(15,72630439)

(16,106175301)

(17,151850467)

(18,215102300)

(19,307821992)

(20,445791516)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,215)

(4,1073)

(5,5314)

(6,26429)

(7,131868)

(8,660240)

(9,3294212)

(10,5574081)

(11,11691408)

(12,23668772)

(13,36931308)

(14,59147990)

(15,81959998)

(16,120331931)

(17,170218229)

(18,241279835)

(19,345491768)

(20,504215777)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,41)

(3,190)

(4,983)

(5,5004)

(6,25321)

(7,127784)

(8,636275)

(9,3173673)

(10,5332398)

(11,11182534)

(12,21626975)

(13,33523059)

(14,53903780)

(15,77099781)

(16,108383643)

(17,151229300)

(18,228576032)

(19,318476685)

(20,436391478)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,208)

(4,1035)

(5,5048)

(6,25082)

(7,125862)

(8,627162)

(9,3136431)

(10,5009894)

(11,10670793)

(12,20700081)

(13,29830904)

(14,45236474)

(15,66607546)

(16,98658241)

(17,137789973)

(18,201841368)

(19,273809892)

(20,391014249)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,82)

(3,365)

(4,1854)

(5,9500)

(6,48281)

(7,240558)

(8,1199479)

(9,5987739)

(10,10170223)

(11,21720851)

(12,33583014)

(13,51384044)

(14,70703024)

(15,101539557)

(16,146157570)

(17,201374485)

(18,290081024)

(19,415579263)

(20,575361277)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,172)

(4,754)

(5,3681)

(6,18389)

(7,91956)

(8,459752)

(9,2295391)

(10,3924827)

(11,8377799)

(12,17254687)

(13,25763654)

(14,38271718)

(15,62348637)

(16,85015146)

(17,122789615)

(18,177510706)

(19,245973725)

(20,359931214)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,176)

(4,852)

(5,4395)

(6,21738)

(7,108839)

(8,541336)

(9,2701861)

(10,4567576)

(11,9802061)

(12,19290369)

(13,27851180)

(14,42471709)

(15,68252131)

(16,103381743)

(17,145539117)

(18,204894749)

(19,302059214)

(20,417053536)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,29)

(3,121)

(4,599)

(5,2962)

(6,14914)

(7,75515)

(8,377736)

(9,1889607)

(10,9442342)

(11,15351022)

(12,23590756)

(13,38449283)

(14,61438432)

(15,87574162)

(16,122547836)

(17,179292112)

(18,263715103)

(19,380355451)

(20,512775228)
-------------------------------------------------
------------ SIMULATION -------------

(1,8)

(2,36)

(3,193)

(4,1003)

(5,5103)

(6,24909)

(7,125289)

(8,625703)

